Local;Data;Mínima;Média;Máxima;Mínima;Média;Máxima;Precipitação (mm)
Juquitiba;20/07/2011;12.89;18.28;23.67;64.28;81.04;97.8;0
Juquitiba;21/07/2011;13.49;20.815;28.14;42.84;70.27;97.7;0
Juquitiba;22/07/2011;14.63;20.685;26.74;42.64;69.72;96.8;4.572
Juquitiba;23/07/2011;10.9;13.665;16.43;89.1;93.15;97.2;2.032
Juquitiba;24/07/2011;11.37;13.33;15.29;84.8;91.15;97.5;0.762
Juquitiba;25/07/2011;10.76;14.955;19.15;65.65;80.975;96.3;0
Juquitiba;26/07/2011;8.69;15.715;22.74;55.24;76.67;98.1;0
Juquitiba;27/07/2011;8.83;16.82;24.81;42.71;70.405;98.1;0
Juquitiba;28/07/2011;9.49;16.545;23.6;55.44;76.67;97.9;0.254
Juquitiba;29/07/2011;9.42;17.38;25.34;33.87;65.935;98;0
Juquitiba;30/07/2011;9.96;18.225;26.49;30.87;63.835;96.8;0
Juquitiba;31/07/2011;14.63;16.925;19.22;66.74;82.12;97.5;14.22
Juquitiba;01/08/2011;13.83;15.46;17.09;94.6;96.05;97.5;12.45
Juquitiba;02/08/2011;13.43;15.23;17.03;85.8;91.6;97.4;15.49
Juquitiba;03/08/2011;7.49;13.59;19.69;60.09;75.095;90.1;0
Juquitiba;04/08/2011;2.349;106.145;18.88;32.43;62.265;92.1;0
Juquitiba;05/08/2011;0.744;8.642;16.54;32.42;64.86;97.3;0
Juquitiba;06/08/2011;0.743;102.415;19.74;38.05;67.625;97.2;0
Juquitiba;07/08/2011;7.49;18.115;28.74;30.25;63.575;96.9;0
Juquitiba;08/08/2011;10.16;20.48;30.8;27.84;62.47;97.1;0
Juquitiba;09/08/2011;12.89;21.215;29.54;36.48;66.74;97;0.254
Juquitiba;10/08/2011;12.82;16.425;20.03;79.2;88.05;96.9;2.286
Juquitiba;11/08/2011;12.76;14.76;16.76;90.4;93.75;97.1;6.858
Juquitiba;12/08/2011;10.7;15.295;19.89;66.05;81.825;97.6;0
Juquitiba;13/08/2011;8.42;17.545;26.67;36.01;66.955;97.9;0
Juquitiba;14/08/2011;8.83;19.615;30.4;23.09;60.395;97.7;0.254
Juquitiba;15/08/2011;11.84;14.935;18.03;84.5;90.8;97.1;1.016
Juquitiba;16/08/2011;11.3;18.755;26.21;51.28;74.39;97.5;0.254
Juquitiba;17/08/2011;9.36;18.82;28.28;14.46;56.03;97.6;0
Juquitiba;18/08/2011;13.09;21.285;29.48;21.35;57.875;94.4;0
Juquitiba;19/08/2011;13.1;21.3;29.5;;0;;0
Juquitiba;20/08/2011;14.16;19.325;24.49;42.46;69.73;97;30.48
Juquitiba;21/08/2011;8.95;13.29;17.63;94.2;95.65;97.1;17.27
Juquitiba;22/08/2011;8.75;9.69;10.63;92.5;95.05;97.6;3.048
Juquitiba;23/08/2011;9.49;10.79;12.09;92.8;95.45;98.1;1.27
Juquitiba;24/08/2011;10.23;13.46;16.69;86.4;92.3;98.2;1.016
Juquitiba;25/08/2011;12.15;14.79;17.43;82.4;90.05;97.7;0.254
Juquitiba;26/08/2011;13.96;20.385;26.81;43.65;70.275;96.9;1.27
Juquitiba;27/08/2011;13.9;16.465;19.03;79.1;88.1;97.1;0.762
Juquitiba;28/08/2011;11.69;17.48;23.27;66.37;82.285;98.2;0
Juquitiba;29/08/2011;11.97;20.86;29.75;30.05;64.075;98.1;0.254
Juquitiba;30/08/2011;13.11;22.125;31.14;26.5;61.55;96.6;0
Juquitiba;31/08/2011;14.83;21.09;27.35;38.53;67.665;96.8;40.89
Juquitiba;01/09/2011;4.008;9.679;15.35;73.2;85.8;98.4;6.096
Juquitiba;02/09/2011;4.616;10.813;17.01;53.32;75.86;98.4;0.254
Juquitiba;03/09/2011;4.75;9.98;15.21;51;74.1;97.2;0
Juquitiba;04/09/2011;5.822;13.816;21.81;45.02;71.46;97.9;0
Juquitiba;05/09/2011;7.35;18.045;28.74;21.49;59.695;97.9;0
Juquitiba;06/09/2011;9.23;19.955;30.68;13.92;55.61;97.3;0.254
Juquitiba;07/09/2011;13.63;16.49;19.35;74.1;85.8;97.5;1.016
Juquitiba;08/09/2011;13.43;16.86;20.29;69.27;83.385;97.5;0.254
Juquitiba;09/09/2011;11.5;17.785;24.07;62.68;80.29;97.9;0.254
Juquitiba;10/09/2011;12.56;19.955;27.35;45.12;71.41;97.7;0
Juquitiba;11/09/2011;12.69;15.92;19.15;71.9;84.3;96.7;0
Juquitiba;12/09/2011;12.09;18.415;24.74;33.54;65.12;96.7;0
Juquitiba;13/09/2011;11.82;14.95;18.08;70.5;82.4;94.3;0
Juquitiba;14/09/2011;12.22;20.185;28.15;30.53;63.415;96.3;2.032
Juquitiba;15/09/2011;12.96;13.73;14.5;93.9;95.3;96.7;3.81
Juquitiba;16/09/2011;13.56;15.295;17.03;83.4;90.1;96.8;0.254
Juquitiba;17/09/2011;13.49;16.815;20.14;72.3;83.6;94.9;0.254
Juquitiba;18/09/2011;10.09;15.525;20.96;64.83;81.415;98;0
Juquitiba;19/09/2011;7.69;15.55;23.41;55.78;76.89;98;0
Juquitiba;20/09/2011;8.49;17.35;26.21;36.29;67.195;98.1;0
Juquitiba;21/09/2011;10.1;18.955;27.81;36.48;67.14;97.8;0.254
Juquitiba;22/09/2011;12.42;15.92;19.42;72.7;84.4;96.1;0
Juquitiba;23/09/2011;13.83;18.59;23.35;63.96;80.03;96.1;0
Juquitiba;24/09/2011;14.43;22.29;30.15;33.14;65.32;97.5;3.048
Juquitiba;25/09/2011;11.76;15.095;18.43;76.5;86.95;97.4;1.778
Juquitiba;26/09/2011;9.62;11.89;14.16;86;90.9;95.8;5.08
Juquitiba;27/09/2011;7.75;13.975;20.2;61.22;79.46;97.7;0
Juquitiba;28/09/2011;8.69;15.015;21.34;62.28;80.09;97.9;0
Juquitiba;29/09/2011;13.29;17.955;22.62;56.99;73.795;90.6;0
Juquitiba;30/09/2011;8.49;18.015;27.54;48.93;73.065;97.2;0
Juquitiba;01/10/2011;10.43;21.52;32.61;18.74;57.07;95.4;0
Juquitiba;02/10/2011;13.38;23.33;33.28;23.02;59.66;96.3;1.524
Juquitiba;03/10/2011;15.3;19.06;22.82;68.11;82.755;97.4;12.7
Juquitiba;04/10/2011;13.16;17.92;22.68;61.41;79.355;97.3;1.27
Juquitiba;05/10/2011;11.76;14.82;17.88;74.1;85.35;96.6;0.254
Juquitiba;06/10/2011;13.7;20.79;27.88;45.92;71.21;96.5;0
Juquitiba;07/10/2011;15.51;22.23;28.95;44.51;69.605;94.7;0
Juquitiba;08/10/2011;14.96;21.32;27.68;33.41;63.955;94.5;0
Juquitiba;09/10/2011;15.7;22.825;29.95;35.48;65.79;96.1;1.524
Juquitiba;10/10/2011;16.1;17.77;19.44;78.1;87.05;96;10.16
Juquitiba;11/10/2011;17.77;22.325;26.88;55.63;75.615;95.6;0.254
Juquitiba;12/10/2011;16.42;18.99;21.56;80.4;88.5;96.6;4.064
Juquitiba;13/10/2011;15.69;18.685;21.68;76.3;86.65;97;10.92
Juquitiba;14/10/2011;17.3;19.87;22.44;77.7;87.3;96.9;17.53
Juquitiba;15/10/2011;16.83;19.03;21.23;83.9;90.2;96.5;16
Juquitiba;16/10/2011;14.76;16.095;17.43;92.9;95;97.1;37.59
Juquitiba;17/10/2011;14.57;16.43;18.29;91.6;94.5;97.4;8.38
Juquitiba;18/10/2011;12.56;15.36;18.16;81.5;89.35;97.2;2.286
Juquitiba;19/10/2011;8.96;14.115;19.27;60.21;78.755;97.3;0.254
Juquitiba;20/10/2011;10.76;15.155;19.55;63.51;79.755;96;0.254
Juquitiba;21/10/2011;8.42;14.12;19.82;53.59;75.345;97.1;0
Juquitiba;22/10/2011;12.49;16.715;20.94;50.96;72.93;94.9;0.254
Juquitiba;23/10/2011;11.76;18.385;25.01;44.52;70.76;97;0
Juquitiba;24/10/2011;11.84;19.46;27.08;39.9;68.35;96.8;0
Juquitiba;25/10/2011;13.96;21.385;28.81;36.61;66.355;96.1;0
Juquitiba;26/10/2011;16.89;23.085;29.28;40.29;67.645;95;11.43
Juquitiba;27/10/2011;14.23;20.82;27.41;39.16;67.43;95.7;0
Juquitiba;28/10/2011;14.5;21.955;29.41;30.86;62.18;93.5;0
Juquitiba;29/10/2011;14.2;22.1;30;;0;;0
Juquitiba;30/10/2011;15.29;22.75;30.21;40.29;68.595;96.9;12.95
Juquitiba;31/10/2011;11.29;18.515;25.74;56.25;76.275;96.3;17.27
Juquitiba;01/11/2011;11.43;14.355;17.28;72.6;84.2;95.8;5.08
Juquitiba;02/11/2011;8.76;13.72;18.68;53.46;74.68;95.9;1.27
Juquitiba;03/11/2011;9.02;14.285;19.55;45.89;70.845;95.8;0
Juquitiba;04/11/2011;11.55;13.955;16.36;67.88;80.39;92.9;0
Juquitiba;05/11/2011;12.49;17.185;21.88;58.6;75.05;91.5;0
Juquitiba;06/11/2011;12.36;20.015;27.67;49.06;73.28;97.5;0
Juquitiba;07/11/2011;14.03;18.425;22.82;70.9;84.1;97.3;0
Juquitiba;08/11/2011;10.36;18.415;26.47;42.92;70.16;97.4;0
Juquitiba;09/11/2011;9.69;18.02;26.35;48.95;73.175;97.4;0
Juquitiba;10/11/2011;13.43;20.885;28.34;43.17;69.535;95.9;0
Juquitiba;11/11/2011;17.78;24.295;30.81;35.67;65.385;95.1;0
Juquitiba;12/11/2011;16.96;22.92;28.88;46.32;71.46;96.6;0.508
Juquitiba;13/11/2011;17.16;20.09;23.02;70.4;83.6;96.8;5.842
Juquitiba;14/11/2011;15.62;17.585;19.55;86.3;91.65;97;27.94
Juquitiba;15/11/2011;15.22;17.52;19.82;89.3;93.1;96.9;4.826
Juquitiba;16/11/2011;14.16;16.555;18.95;94.3;95.65;97;23.11
Juquitiba;17/11/2011;12.03;15.12;18.21;74.3;85.55;96.8;1.27
Juquitiba;18/11/2011;10.56;16.05;21.54;54.91;76.305;97.7;0.762
Juquitiba;19/11/2011;9.56;15.62;21.68;51.37;74.335;97.3;0
Juquitiba;20/11/2011;10.03;14.16;18.29;70.1;83.4;96.7;0
Juquitiba;21/11/2011;13.43;18.62;23.81;52.57;74.635;96.7;0.254
Juquitiba;22/11/2011;14.63;22.02;29.41;35.81;66.355;96.9;0
Juquitiba;23/11/2011;15.96;20.56;25.16;66.83;81.815;96.8;7.62
Juquitiba;24/11/2011;11.28;16.02;20.76;75.8;86.8;97.8;1.016
Juquitiba;25/11/2011;12.56;19.515;26.47;51.48;74.59;97.7;0
Juquitiba;26/11/2011;12.1;19.265;26.43;53.02;75.41;97.8;0.254
Juquitiba;27/11/2011;16.31;22.46;28.61;54.49;75.745;97;1.016
Juquitiba;28/11/2011;17.56;21.52;25.48;61.67;79.235;96.8;1.016
Juquitiba;29/11/2011;14.76;20.785;26.81;54.69;75.895;97.1;0.254
Juquitiba;30/11/2011;15.04;20.455;25.87;63.81;80.305;96.8;0.254
Juquitiba;01/12/2011;16.49;22.755;29.02;47.8;72.1;96.4;0.762
Juquitiba;02/12/2011;13.16;19.29;25.42;64.49;80.345;96.2;25.91
Juquitiba;03/12/2011;11.03;13.46;15.89;82.6;89.6;96.6;0.508
Juquitiba;04/12/2011;13.76;16.16;18.56;74.9;85.85;96.8;1.016
Juquitiba;05/12/2011;15.69;18.685;21.68;74.4;85.45;96.5;0
Juquitiba;06/12/2011;16.89;18.425;19.96;86.2;91.3;96.4;1.016
Juquitiba;07/12/2011;17.43;19.06;20.69;85.6;90.95;96.3;1.27
Juquitiba;08/12/2011;15.96;19.925;23.89;75.9;86.35;96.8;0
Juquitiba;09/12/2011;17.9;22.525;27.15;67.28;82.04;96.8;42.42
Juquitiba;10/12/2011;16.02;20.19;24.36;78.4;87.6;96.8;8.13
Juquitiba;11/12/2011;13.29;17.485;21.68;76.8;87.3;97.8;3.048
Juquitiba;12/12/2011;10.63;17.425;24.22;60;78.85;97.7;0
Juquitiba;13/12/2011;13.23;21.785;30.34;22.82;59.66;96.5;0
Juquitiba;14/12/2011;16.42;23.98;31.54;24.69;60.045;95.4;0
Juquitiba;15/12/2011;18.17;23.92;29.67;47.05;71.625;96.2;10.92
Juquitiba;16/12/2011;15.24;20.825;26.41;59.38;77.24;95.1;6.604
Juquitiba;17/12/2011;15.7;21.96;28.22;32.67;63.885;95.1;0
Juquitiba;18/12/2011;14.5;22.35;30.2;32.66;63.43;94.2;0
Juquitiba;19/12/2011;15.7;22.69;29.68;41.03;68.315;95.6;2.286
Juquitiba;20/12/2011;13.9;22.225;30.55;27.24;61.37;95.5;0
Juquitiba;21/12/2011;11.9;22.055;32.21;25.5;59.65;93.8;0
Juquitiba;22/12/2011;14.43;24.125;33.82;20.28;56.94;93.6;0
Juquitiba;23/12/2011;15.56;24.28;33;26.23;59.765;93.3;0
Juquitiba;24/12/2011;16.56;24.95;33.34;30.18;62.79;95.4;0.762
Juquitiba;25/12/2011;18.56;24.81;31.06;43.09;69.545;96;14.73
Juquitiba;26/12/2011;16.03;20.99;25.95;64.88;80.39;95.9;18.03
Juquitiba;27/12/2011;16.57;18.365;20.16;85.5;90.75;96;4.826
Juquitiba;28/12/2011;15.23;20.425;25.62;63.68;79.89;96.1;0
Juquitiba;29/12/2011;13.43;17.69;21.95;65.96;81.18;96.4;6.604
Juquitiba;30/12/2011;13.02;17.35;21.68;62.82;80.11;97.4;0
Juquitiba;31/12/2011;14.16;18.89;23.62;65.83;81.565;97.3;0.508
Juquitiba;01/01/2012;17.9;21.06;24.22;68.7;82.75;96.8;22.61
Juquitiba;02/01/2012;15.69;20.385;25.08;65.55;81.225;96.9;2.54
Juquitiba;03/01/2012;12.62;17.98;23.34;61.2;79.5;97.8;3.81
Juquitiba;04/01/2012;13.23;20.985;28.74;40.23;69.015;97.8;0
Juquitiba;05/01/2012;14.23;22.055;29.88;27.64;62.57;97.5;0
Juquitiba;06/01/2012;16.36;22.215;28.07;55.22;76.01;96.8;0
Juquitiba;07/01/2012;17.23;22.885;28.54;52.61;74.655;96.7;0.254
Juquitiba;08/01/2012;17.97;24.02;30.07;41.02;68.11;95.2;1.27
Juquitiba;09/01/2012;17.7;22.15;26.6;57.99;76.445;94.9;0
Juquitiba;10/01/2012;15.69;19.485;23.28;71.3;83.9;96.5;1.016
Juquitiba;11/01/2012;16.96;18.695;20.43;79.3;87.85;96.4;7.62
Juquitiba;12/01/2012;14.63;19.26;23.89;64.09;79.495;94.9;2.032
Juquitiba;13/01/2012;15.43;21.585;27.74;42.1;68.8;95.5;0
Juquitiba;14/01/2012;18.7;23.385;28.07;41.37;65.535;89.7;0
Juquitiba;15/01/2012;20.63;23.225;25.82;62.28;75.59;88.9;1.524
Juquitiba;16/01/2012;17.7;21.895;26.09;66.35;81.625;96.9;7.87
Juquitiba;17/01/2012;17.09;21.545;26;66.68;81.69;96.7;45.72
Juquitiba;18/01/2012;17.03;20.46;23.89;79.2;88.05;96.9;26.16
Juquitiba;19/01/2012;16.83;20.685;24.54;64.74;80.87;97;4.318
Juquitiba;20/01/2012;17.3;21.53;25.76;67.35;82.225;97.1;16.76
Juquitiba;21/01/2012;17.43;22.355;27.28;56.7;76.25;95.8;0.508
Juquitiba;22/01/2012;16.09;22.415;28.74;47.39;71.895;96.4;10.41
Juquitiba;23/01/2012;16.22;21.58;26.94;51.74;74.02;96.3;7.87
Juquitiba;24/01/2012;17.36;23.415;29.47;49.26;72.63;96;4.826
Juquitiba;25/01/2012;17.77;23.06;28.35;52.28;73.44;94.6;0.254
Juquitiba;26/01/2012;17.63;23.415;29.2;50.53;73.365;96.2;7.87
Juquitiba;27/01/2012;14.62;16.855;19.09;85.9;91.3;96.7;15.24
Juquitiba;28/01/2012;13.02;15.225;17.43;94.2;95.85;97.5;38.1
Juquitiba;29/01/2012;14.1;18.49;22.88;63.2;80.35;97.5;0
Juquitiba;30/01/2012;11.55;18.61;25.67;53.82;75.76;97.7;0
Juquitiba;31/01/2012;10.83;18.755;26.68;46.46;72.08;97.7;0.254
Juquitiba;01/02/2012;11.77;18.99;26.21;57.91;77.755;97.6;0
Juquitiba;02/02/2012;15.3;21.92;28.54;54.42;75.91;97.4;4.064
Juquitiba;03/02/2012;16.3;23.255;30.21;38.09;67.395;96.7;2.286
Juquitiba;04/02/2012;16.3;24.525;32.75;41.76;69.18;96.6;0
Juquitiba;05/02/2012;15.02;24.015;33.01;30.72;63.91;97.1;0
Juquitiba;06/02/2012;14.9;23.755;32.61;26.7;61.65;96.6;0
Juquitiba;07/02/2012;15.97;24.285;32.6;27.84;61.42;95;0
Juquitiba;08/02/2012;17.97;26.225;34.48;30.57;63.435;96.3;0
Juquitiba;09/02/2012;19.78;25.56;31.34;54.54;75.27;96;0
Juquitiba;10/02/2012;20.49;26.88;33.27;33.52;64.56;95.6;0
Juquitiba;11/02/2012;18.03;23.485;28.94;62.99;79.995;97;89.4
Juquitiba;12/02/2012;18.03;20.19;22.35;80.4;88.7;97;2.286
Juquitiba;13/02/2012;18.1;21.39;24.68;69.64;83.27;96.9;27.43
Juquitiba;14/02/2012;17.83;21.86;25.89;67.83;82.315;96.8;0
Juquitiba;15/02/2012;19.04;24.06;29.08;41.57;68.685;95.8;0.254
Juquitiba;16/02/2012;17.9;23.315;28.73;56.68;76.14;95.6;0
Juquitiba;17/02/2012;16.63;22.45;28.27;52.61;74.605;96.6;0
Juquitiba;18/02/2012;17.3;23.055;28.81;56.56;76.53;96.5;0
Juquitiba;19/02/2012;14.96;22.65;30.34;44.04;70.67;97.3;0
Juquitiba;20/02/2012;16.23;24.555;32.88;30.65;63.625;96.6;0
Juquitiba;21/02/2012;18.5;23.45;28.4;;0;;0
Juquitiba;22/02/2012;17.4;22.85;28.3;;0;;32
Juquitiba;23/02/2012;18.5;23.32;28.14;56.43;75.215;94;0.254
Juquitiba;24/02/2012;18.9;24.785;30.67;52;74.5;97;4.064
Juquitiba;25/02/2012;18.57;23.455;28.34;65.66;81.28;96.9;2.286
Juquitiba;26/02/2012;18.9;23.89;28.88;62.59;79.695;96.8;6.604
Juquitiba;27/02/2012;18.84;25.36;31.88;44.57;70.435;96.3;0
Juquitiba;28/02/2012;19.76;24.115;28.47;62.24;78.72;95.2;0.762
Juquitiba;29/02/2012;19.29;25.785;32.28;38.75;67.575;96.4;0
Juquitiba;01/03/2012;16.63;24.95;33.27;27.03;61.665;96.3;0
Juquitiba;02/03/2012;17.83;25.69;33.55;30.31;62.455;94.6;0
Juquitiba;03/03/2012;18.03;24.92;31.81;42.03;69.065;96.1;2.54
Juquitiba;04/03/2012;15.96;21.22;26.48;66.48;81.74;97;0
Juquitiba;05/03/2012;16.5;22.355;28.21;55.77;76.435;97.1;0
Juquitiba;06/03/2012;17.83;23.985;30.14;47.65;71.825;96;0
Juquitiba;07/03/2012;14.83;22.115;29.4;47.58;72.19;96.8;0
Juquitiba;08/03/2012;14.16;21.38;28.6;34.61;65.705;96.8;0
Juquitiba;09/03/2012;12.16;21.415;30.67;42.23;69.715;97.2;0
Juquitiba;10/03/2012;13.57;21.995;30.42;33.47;65.135;96.8;0
Juquitiba;11/03/2012;15.09;22.88;30.67;47.78;72.04;96.3;3.556
Juquitiba;12/03/2012;19;21;23;;0;;2
Juquitiba;13/03/2012;18;23;28;;0;;10
Juquitiba;14/03/2012;18;21;24;;0;;16
Juquitiba;15/03/2012;17.6;20.8;24;;0;;4
Juquitiba;16/03/2012;16;20;24;;0;;4.2
Juquitiba;17/03/2012;14.96;17.725;20.49;89.5;93.3;97.1;8.38
Juquitiba;18/03/2012;14.16;18.82;23.48;50.23;73.665;97.1;0.254
Juquitiba;19/03/2012;18;20;22;;0;;0.6
Juquitiba;20/03/2012;16;19;22;;0;;8
Juquitiba;21/03/2012;12.23;20.585;28.94;42.97;70.135;97.3;0
Juquitiba;22/03/2012;13.64;22.22;30.8;29.71;63.155;96.6;0
Juquitiba;23/03/2012;15.91;23.09;30.27;39.55;67.825;96.1;16.26
Juquitiba;24/03/2012;16.63;20.89;25.15;61.87;79.285;96.7;0.508
Juquitiba;25/03/2012;16;22;28;;0;;2.3
Juquitiba;26/03/2012;17.56;23.015;28.47;55.15;76.075;97;2.032
Juquitiba;27/03/2012;17.63;24.585;31.54;43.57;70.285;97;0
Juquitiba;28/03/2012;17.03;23.32;29.61;47.86;71.93;96;8.13
Juquitiba;29/03/2012;11.3;14.465;17.63;76.3;86.65;97;2.286
Juquitiba;30/03/2012;12.04;17.925;23.81;62.54;79.47;96.4;0.508
Juquitiba;31/03/2012;16.02;18.69;21.36;78.2;87.4;96.6;0
Juquitiba;01/04/2012;14.23;19.19;24.15;64.89;80.995;97.1;0
Juquitiba;02/04/2012;14.5;19.92;25.34;64.02;80.61;97.2;0
Juquitiba;03/04/2012;15.56;19.86;24.16;66.49;81.645;96.8;0
Juquitiba;04/04/2012;16.56;21.25;25.94;59.65;78.225;96.8;0
Juquitiba;05/04/2012;16.16;22.25;28.34;49;73.2;97.4;21.59
Juquitiba;06/04/2012;16.96;23.85;30.74;35.6;66.5;97.4;0.254
Juquitiba;07/04/2012;17.43;23.515;29.6;49.8;72.2;94.6;0
Juquitiba;08/04/2012;16.76;23.155;29.55;44.85;70.475;96.1;0
Juquitiba;09/04/2012;15.1;22.85;30.6;39.89;68.245;96.6;8.64
Juquitiba;10/04/2012;15.77;19.16;22.55;70.4;83.4;96.4;0
Juquitiba;11/04/2012;17.23;21.75;26.27;59.58;77.89;96.2;0
Juquitiba;12/04/2012;17.09;22.515;27.94;48.93;73.015;97.1;25.65
Juquitiba;13/04/2012;16.56;22.585;28.61;51.67;74.585;97.5;11.18
Juquitiba;14/04/2012;17.1;23;28.9;;0;;18
Juquitiba;15/04/2012;18;23.45;28.9;;0;;0
Juquitiba;16/04/2012;16.9;22.7;28.5;;0;;0.3
Juquitiba;17/04/2012;15.1;18.8;22.5;;0;;1.5
Juquitiba;18/04/2012;14.6;19.55;24.5;;0;;0.3
Juquitiba;19/04/2012;14.7;20.55;26.4;;0;;0
Juquitiba;20/04/2012;15.4;20.55;25.7;;0;;0
Juquitiba;21/04/2012;15.8;20.65;25.5;;0;;16.3
Juquitiba;22/04/2012;16.2;19.4;22.6;;0;;35.1
Juquitiba;23/04/2012;15.3;17.55;19.8;;0;;4.6
Juquitiba;24/04/2012;12;17.9;23.8;;0;;0.3
Juquitiba;25/04/2012;11.8;17.8;23.8;;0;;0.3
Juquitiba;26/04/2012;15;20.55;26.1;;0;;0
Juquitiba;27/04/2012;16.1;20.75;25.4;;0;;22.9
Juquitiba;28/04/2012;15.5;17.6;19.7;;0;;1
Juquitiba;29/04/2012;14.9;17.65;20.4;;0;;11.2
Juquitiba;30/04/2012;14;14.5;15;;0;;41.2
Juquitiba;01/05/2012;10;14;18;;0;;10.4
Juquitiba;02/05/2012;8;13;18;;0;;3.8
Juquitiba;03/05/2012;11.7;15.1;18.5;;0;;6.4
Juquitiba;04/05/2012;13.3;16.6;19.9;;0;;0.3
Juquitiba;05/05/2012;13.4;17.65;21.9;;0;;0
Juquitiba;06/05/2012;14.2;19.35;24.5;;0;;0
Juquitiba;07/05/2012;14.1;18.45;22.8;;0;;0
Juquitiba;08/05/2012;11.7;17.25;22.8;;0;;0
Juquitiba;09/05/2012;12.1;15.85;19.6;;0;;0.3
Juquitiba;10/05/2012;11.2;17.2;23.2;;0;;0
Juquitiba;11/05/2012;10.5;17.95;25.4;;0;;0.3
Juquitiba;12/05/2012;10.8;18.4;26;;0;;6.9
Juquitiba;13/05/2012;15.2;18.1;21;;0;;0.8
Juquitiba;14/05/2012;14.5;15.55;16.6;;0;;0
Juquitiba;15/05/2012;12.3;13.65;15;;0;;6.4
Juquitiba;16/05/2012;12.2;14;15.8;;0;;2.8
Juquitiba;17/05/2012;13;15.8;18.6;;0;;17.5
Juquitiba;18/05/2012;12.9;16.15;19.4;;0;;2.3
Juquitiba;19/05/2012;10.8;15.85;20.9;;0;;0.3
Juquitiba;20/05/2012;11.6;16.45;21.3;;0;;0.3
Juquitiba;21/05/2012;11;16.9;22.8;;0;;0
Juquitiba;22/05/2012;11.1;17.3;23.5;;0;;0
Juquitiba;23/05/2012;12.1;17.45;22.8;;0;;0
Juquitiba;24/05/2012;12.1;18.1;24.1;;0;;0
Juquitiba;25/05/2012;12.1;18.4;24.7;;0;;18.5
Juquitiba;26/05/2012;8.8;16;23.2;;0;;0
Juquitiba;27/05/2012;7.4;14.95;22.5;;0;;0
Juquitiba;28/05/2012;7.6;16.25;24.9;;0;;0.3
Juquitiba;29/05/2012;11.1;18.55;26;;0;;0
Juquitiba;30/05/2012;11.1;19.35;27.6;;0;;0
Juquitiba;31/05/2012;12.4;19.55;26.7;;0;;8.1
Juquitiba;01/06/2012;14.8;16.1;17.4;;0;;5.8
Juquitiba;02/06/2012;14.6;18.05;21.5;;0;;2.3
Juquitiba;03/06/2012;14.1;18.85;23.6;;0;;0
Juquitiba;04/06/2012;14.6;19.9;25.2;;0;;0
Juquitiba;05/06/2012;15.8;20.75;25.7;;0;;10.4
Juquitiba;06/06/2012;13.6;15.45;17.3;;0;;27.7
Juquitiba;07/06/2012;13.5;14.75;16;;0;;44.2
Juquitiba;08/06/2012;9.9;12.2;14.5;;0;;16.5
Juquitiba;09/06/2012;10;12;14;;0;;7.1
Juquitiba;10/06/2012;10.8;12.4;14;;0;;1.5
Juquitiba;11/06/2012;12.5;15.95;19.4;;0;;1
Juquitiba;12/06/2012;14;16.2;18.4;;0;;3
Juquitiba;13/06/2012;14.2;17.4;20.6;;0;;0.3
Juquitiba;14/06/2012;13.9;16.95;20;;0;;0
Juquitiba;15/06/2012;12.9;18.05;23.2;;0;;0
Juquitiba;16/06/2012;13.1;18.65;24.2;;0;;0
Juquitiba;17/06/2012;9;16.4;23.8;;0;;0
Juquitiba;18/06/2012;10.4;15.45;20.5;;0;;0
Juquitiba;19/06/2012;12.8;17.35;21.9;;0;;0.3
Juquitiba;20/06/2012;14.9;17.55;20.2;;0;;34
Juquitiba;21/06/2012;13.3;16.75;20.2;;0;;9.4
Juquitiba;22/06/2012;13.2;14.7;16.2;;0;;12.2
Juquitiba;23/06/2012;9.6;14.9;20.2;;0;;0.3
Juquitiba;24/06/2012;10.3;13.4;16.5;;0;;0.8
Juquitiba;25/06/2012;11.7;16.95;22.2;;0;;0.3
Juquitiba;26/06/2012;11;13.95;16.9;;0;;0.3
Juquitiba;27/06/2012;12;16;20;;0;;0
Juquitiba;28/06/2012;11.4;17.65;23.9;;0;;0
Juquitiba;29/06/2012;8.4;16.4;24.4;;0;;0
Juquitiba;30/06/2012;8;16.5;25;;0;;0
Juquitiba;01/07/2012;8.5;16.8;25.1;;0;;0
Juquitiba;02/07/2012;8.6;17.15;25.7;;0;;0
Juquitiba;03/07/2012;9.2;17.9;26.6;;0;;0
Juquitiba;04/07/2012;9.4;17.35;25.3;;0;;0.3
Juquitiba;05/07/2012;8.2;16.55;24.9;;0;;0
Juquitiba;06/07/2012;8.3;16.95;25.6;;0;;0
Juquitiba;07/07/2012;9.2;16.8;24.4;;0;;0.3
Juquitiba;08/07/2012;10.6;14.05;17.5;;0;;41.9
Juquitiba;09/07/2012;9.8;11.9;14;;0;;0.8
Juquitiba;10/07/2012;9.5;14.2;18.9;;0;;0
Juquitiba;11/07/2012;10.5;16.6;22.7;;0;;0
Juquitiba;12/07/2012;12.2;17.75;23.3;;0;;3.8
Juquitiba;13/07/2012;6.4;12.6;18.8;;0;;11.7
Juquitiba;14/07/2012;2.6;10.25;17.9;;0;;0.3
Juquitiba;15/07/2012;2.3;11;19.7;;0;;0
Juquitiba;16/07/2012;2.3;9.35;16.4;;0;;1.8
Juquitiba;17/07/2012;10.8;11.8;12.8;;0;;14.7
Juquitiba;18/07/2012;8.4;13.2;18;;0;;25.9
