Data;N’vel (m);Volume (hm_);Volume (%);Q Jusante (m_/s);Q Natural (m_/s);Chuva (mm)
14/05/2018;637,9;66,53584476;74,90980311;15,976;14,86459514;0
13/05/2018;637,92;66,73468614;75,13366994;16,018;13,71073425;0
12/05/2018;637,95;67,0333939;75,46997197;16,024;16,14019912;0
11/05/2018;637,96;67,1330823;75,58220678;15,97;14,88032471;0
10/05/2018;637,98;67,33263824;75,80687811;15,966;17,196;0
09/05/2018;637,98;67,33263824;75,80687811;15,768;18,13318351;0,3
08/05/2018;637,97;67,23283039;75,6945088;14,607;16,94149177;7,7
07/05/2018;637,96;67,1330823;75,58220678;16,024;14,89432471;11,7
06/05/2018;637,98;67,33263824;75,80687811;16,008;14,98555437;0
05/05/2018;638;67,53243354;76,03181891;15,987;16,15973621;0
04/05/2018;638,01;67,63242114;76,14439058;16,82;15,74338619;0
03/05/2018;638,03;67,83257657;76,36973684;18,492;17,47259895;0
02/05/2018;638,05;68,03297282;76,59535423;18,503;18,803;0
01/05/2018;638,05;68,03297282;76,59535423;18,579;10,78904911;0
30/04/2018;638,12;68,73626458;77,38715972;18,601;17,76533895;0
29/04/2018;638,13;68,83697769;77,50054822;18,583;17,75663368;0
28/04/2018;638,14;68,93775174;77,61400533;16,647;17,047;0
27/04/2018;638,14;68,93775174;77,61400533;16,023;18,66502737;0
26/04/2018;638,12;68,73626458;77,38715972;16,865;19,51420967;0
25/04/2018;638,1;68,53502086;77,16058821;23,354;18,99276296;0
24/04/2018;638,14;68,93775174;77,61400533;23,253;18,8904651;0
23/04/2018;638,18;69,34145876;78,06852143;22,353;19,04115205;0
22/04/2018;638,21;69,64488242;78,41013289;22,589;20,25420924;0
21/04/2018;638,23;69,84747234;78,63822004;27,23;21,35551803;0
20/04/2018;638,28;70,35502758;79,20965433;30,119;23,21591956;0
19/04/2018;638,34;70,96614173;79,89768107;31,671;34,37157662;0
18/04/2018;638,32;70,76218791;79,66805837;27,73;66,54798584;0
17/04/2018;637,99;67,43250594;75,91931478;12,26;141,2343227;1,5
16/04/2018;636,84;56,32195645;63,41043213;13,598;117,1473338;30,8
15/04/2018;635,86;47,39603001;53,3611212;11,951;17,39277923;39
14/04/2018;635,81;46,95264429;52,86193257;11,556;13,89513549;0
13/04/2018;635,79;46,77559898;52,66260498;11,527;15,97917722;0
12/04/2018;635,75;46,42203487;52,26454259;11,635;16,18909681;0
11/04/2018;635,71;46,06916891;51,8672662;11,598;15,95406994;0
10/04/2018;635,67;45,71699646;51,47077062;11,377;17,83617166;0
09/04/2018;635,61;45,19002803;50,87747987;11,385;18,79826709;0
08/04/2018;635,54;44,57716975;50,18748949;11,393;18,7023814;0
07/04/2018;635,47;43,9663752;49,49982256;11,41;23,77419452;0
06/04/2018;635,35;42,9240288;48,32629025;11,494;31,68079543;0
05/04/2018;635,15;41,19976167;46,38501316;11,719;35,63755872;0
04/04/2018;634,91;39,1513422;44,07878709;11,51;35,1680691;15
03/04/2018;634,67;37,12456503;41,79692715;12,15;12,15;1
02/04/2018;634,67;37,12456503;41,79692715;12,79;41,77787764;4,4
01/04/2018;634,37;34,6200124;38,97716068;12,65;52,64848503;47,4
31/03/2018;633,95;31,16414329;35,08634851;19,18;44,55872373;23
30/03/2018;633,68;28,97142156;32,61765884;17,79;34,5734183;68,6
29/03/2018;633,5;27,52133422;30,9850688;14,58;37,72055599;22,1
28/03/2018;633,25;25,52199018;28,73409463;12,96;23,0822641;18,7
27/03/2018;633,14;24,64742656;27,74946163;12,69;17,27944478;13,2
26/03/2018;633,09;24,25089854;27,30302803;11,64;17,13797667;0,3
25/03/2018;633,03;23,77587335;26,76821791;12,58;18,06793753;0
24/03/2018;632,97;23,30171555;26,23438434;12,65;22,68573706;0
23/03/2018;632,86;22,43462787;25,25816817;13,15;30,40960696;2,4
22/03/2018;632,67;20,94339783;23,57925736;14,16;35,83375765;7,4
21/03/2018;632,43;19,07078516;21,47096451;13,79;23,67896578;12,4
20/03/2018;632,32;18,21637852;20,50902537;13,86;16,55231821;0,8
19/03/2018;632,29;17,98376223;20,24713284;13,53;16,22035774;0
18/03/2018;632,26;17,75131532;19,98543101;12,02;17,39492286;0
17/03/2018;632,2;17,28692198;19,46259083;12;22,72729777;0
16/03/2018;632,08;16,36008346;18,41910379;12,49;32,97114585;0,5
15/03/2018;631,85;14,59051245;16,42682105;12,76;24,29315427;27
14/03/2018;631,72;13,59404793;15,30494513;16,08;18,73732827;0,3
13/03/2018;631,69;13,36445476;15,04645622;16,51;17,395438;5,9
12/03/2018;631,68;13,28795292;14,96032613;20,13;14,81482809;0
11/03/2018;631,74;13,74718377;15,4773541;21,22;18,56009492;0
10/03/2018;631,77;13,97699957;15,73609368;21,36;25,79231072;0
09/03/2018;631,72;13,59404793;15,30494513;22,17;26,59803658;4,7
08/03/2018;631,67;13,21146556;14,87421236;21,65;22,53510345;8
07/03/2018;631,66;13,13499263;14,78811481;22,23;23,11493743;21,5
06/03/2018;631,65;13,05853403;14,70203342;29,03;21,05951689;13,6
05/03/2018;631,74;13,74718377;15,4773541;21,86;31,59986311;12,5
04/03/2018;631,63;12,9056596;14,52991877;22,58;21,69539218;0
03/03/2018;631,64;12,98208972;14,6159681;21,94;22,82460782;45,2
02/03/2018;631,63;12,9056596;14,52991877;21,02;13,9384885;0,9
01/03/2018;631,71;13,51750219;15,21876564;14,32;16,0913823;3,7
28/02/2018;631,69;13,36445476;15,04645622;13,66;16,31581177;0
27/02/2018;631,66;13,13499263;14,78811481;14,89;15,77493743;2,6
26/02/2018;631,65;13,05853403;14,70203342;25;14,36961181;0
25/02/2018;631,77;13,97699957;15,73609368;24,99;15,22336563;0
24/02/2018;631,88;14,82083678;16,68613315;24,09;17,86333923;0
23/02/2018;631,95;15,35882027;17,29182528;25,06;19,71546832;16,7
22/02/2018;632,01;15,82058781;17,81170919;24,91;16,87999836;0
21/02/2018;632,1;16,51437995;18,59281948;24,73;20,26184952;5,2
20/02/2018;632,15;16,90042815;19,0274543;24,95;24,95;1,2
19/02/2018;632,15;16,90042815;19,0274543;25,03;17,87018836;9,6
18/02/2018;632,23;17,51903588;19,72391773;24,94;17,76656322;0,9
17/02/2018;632,31;18,13882082;20,42170654;23,08;25,77166225;0
16/02/2018;632,28;17,9062612;20,15987782;22,58;36,00945953;1,5
15/02/2018;632,13;16,74595589;18,85354073;21,15;44,32025117;4,3
14/02/2018;631,87;14,74404619;16,59967798;14,89;22,88087035;27,9
13/02/2018;631,78;14,053635;15,82237415;14,89;14,89;7,5
12/02/2018;631,78;14,053635;15,82237415;14,89;13,11550337;0
11/02/2018;631,8;14,2069515;15,99498652;14,92;14,03248578;0,5
10/02/2018;631,81;14,28363273;16,08131857;14,89;14,89;0
09/02/2018;631,81;14,28363273;16,08131857;14,87;14,87;0
08/02/2018;631,81;14,28363273;16,08131857;14,9;14,9;0
07/02/2018;631,81;14,28363273;16,08131857;14,93;14,93;0,3
06/02/2018;631,81;14,28363273;16,08131857;19,25;11,25424747;1,1
05/02/2018;631,9;14,97446575;16,8590973;25,64;19,41070996;0
04/02/2018;631,97;15,51267641;17,46504519;24,86;19,51315052;0,8
03/02/2018;632,03;15,97464421;17,98515457;25,39;25,39;3,4
02/02/2018;632,03;15,97464421;17,98515457;25,29;27,07306014;0
01/02/2018;632,01;15,82058781;17,81170919;25,52;34,42374463;2,6
31/01/2018;631,91;15,05130427;16,94560644;24,01;44,41915918;6,25
30/01/2018;631,68;13,28795292;14,96032613;24,65;46,73358755;57,75
29/01/2018;631,43;11,37993096;12,81216749;21,37;36,33351918;39,25
28/01/2018;631,26;10,0870829;11,3566063;15,55;41,86478182;0
27/01/2018;630,96;7,813485749;8,79686252;15,5;35,60726589;17,5
26/01/2018;630,73;6,076217975;6,840948572;15,75;15,75;8,75
25/01/2018;630,73;6,076217975;6,840948572;19,2;19,2;0
24/01/2018;630,73;6,076217975;6,840948572;22,03;19,4102216;10,25
23/01/2018;630,76;6,30256683;7,095784866;22,34;16,22391454;4,25
22/01/2018;630,83;6,830996613;7,690720891;22,4;15,4042894;1,5
21/01/2018;630,91;7,435426009;8,371221563;24,77;14,26375345;0
20/01/2018;631,03;8,343165711;9,393206067;25,49;16,7222706;27,25
19/01/2018;631,13;9,100697531;10,24607807;25,75;16,0913074;0
18/01/2018;631,24;9,935208571;11,18561763;25,43;17,51563888;0,75
17/01/2018;631,33;10,61900937;11,9554791;27,53;25,76974545;70,75
16/01/2018;631,35;10,77109537;12,12670608;25,12;16,31015945;0
15/01/2018;631,45;11,53226559;12,98367441;24,67;18,49430629;5
14/01/2018;631,52;12,06584553;13,58440876;24,67;23,78714641;1,75
13/01/2018;631,53;12,14212408;13,67028745;24,65;28,18049037;3,25
12/01/2018;631,49;11,83708971;13,32686257;24,22;32,15478605;10
11/01/2018;631,4;11,15152419;12,55501429;24,54;43,88800918;23
10/01/2018;631,18;9,4798562;10,67295627;24,18;52,21546337;12
09/01/2018;630,86;7,057592164;7,945834931;22,73;21,85558887;43,25
08/01/2018;630,87;7,133141286;8,030892389;23,75;15,8756428;8,5
07/01/2018;630,96;7,813485749;8,79686252;22,76;16,62944488;2,5
06/01/2018;631,03;8,343165711;9,393206067;22,76;15,74677097;0
05/01/2018;631,11;8,949108699;10,07541083;22,04;22,04;0
04/01/2018;631,11;8,949108699;10,07541083;20,6;24,10755591;17,25
03/01/2018;631,07;8,646055868;9,734216873;16,91;18,66306864;0,75
02/01/2018;631,05;8,494590738;9,563688895;15,53;25,16375646;0,25
01/01/2018;630,94;7,66223418;8,626574982;15,51;21,63376035;7
31/12/2017;630,87;7,133141286;8,030892389;15,48;31,20469228;9,5
30/12/2017;630,69;5,774527873;6,501288855;15,48;20,71509391;19,3
29/12/2017;630,63;5,32221576;5,992050392;15,48;14,60769335;4,5
28/12/2017;630,64;5,397583054;6,076903138;15,49;13,74513833;0
27/12/2017;630,66;5,548339102;6,246632792;15,49;11,99926046;1,4
26/12/2017;630,7;5,849938998;6,586190949;15,49;12,87103036;2,5
25/12/2017;630,73;6,076217975;6,840948572;15,5;12,00677859;0,7
24/12/2017;630,77;6,378032305;7,18074815;15,5;13,75283376;7,5
23/12/2017;630,79;6,528987468;7,350701979;14,72;16,46716624;0
22/12/2017;630,77;6,378032305;7,18074815;13,2;26,29232387;16
21/12/2017;630,62;5,246855523;5,907205591;13,16;27,97611679;45
20/12/2017;630,45;3,966743032;4,465982819;13,04;20,87573345;0
19/12/2017;630,36;3,289735663;3,703769775;15,11;14,23961243;1,1
18/12/2017;630,37;3,364937149;3,788435845;13,05;13,92038757;8,8
17/12/2017;630,36;3,289735663;3,703769775;13,06;10,44865508;0
16/12/2017;630,39;3,515355864;3,95778571;13,11;10,49809619;0
15/12/2017;630,42;3,741024354;4,211856012;13,06;12,1892374;0
14/12/2017;630,43;3,816258242;4,296558563;13,84;12,09827789;0
13/12/2017;630,45;3,966743032;4,465982819;15,14;12,52691232;0
12/12/2017;630,48;4,192513808;4,72016828;15,11;12,49628736;0
11/12/2017;630,51;4,418338581;4,974414533;15,11;9,880611536;0
10/12/2017;630,57;4,870157744;5,483098005;15,1;11,61221608;0
09/12/2017;630,61;5,171502274;5,822368658;15,12;13,37563096;0
08/12/2017;630,63;5,32221576;5,992050392;15,05;13,30530418;5
07/12/2017;630,65;5,472957478;6,161763912;15,24;11,74960191;0
06/12/2017;630,69;5,774527873;6,501288855;15,51;11,1450479;0
05/12/2017;630,74;6,151659735;6,925885155;15,51;12,8899471;0
04/12/2017;630,77;6,378032305;7,18074815;15,37;15,37;0
03/12/2017;630,77;6,378032305;7,18074815;15,02;21,13219105;0,5
02/12/2017;630,7;5,849938998;6,586190949;15,08;15,08;2
01/12/2017;630,7;5,849938998;6,586190949;14,16;13,28709862;0
30/11/2017;630,71;5,925357678;6,671101548;13,65;14,52290138;0
29/11/2017;630,7;5,849938998;6,586190949;13,67;15,41554133;0,8
28/11/2017;630,68;5,699124227;6,416395182;13,65;16,2676707;2,9
27/11/2017;630,65;5,472957478;6,161763912;13,91;17,39906486;5,5
26/11/2017;630,61;5,171502274;5,822368658;14,41;16,15404881;8
25/11/2017;630,59;5,020816457;5,652718074;14,42;16,16373511;0
24/11/2017;630,57;4,870157744;5,483098005;15,14;22,98310111;0
23/11/2017;630,48;4,192513808;4,72016828;15,12;30,78992243;3,4
22/11/2017;630,3;2,83863251;3,195892427;13,63;29,28218122;26,5
21/11/2017;630,12;1,486284052;1,673342334;16,52;19,12730594;2,7
20/11/2017;630,09;1,26101282;1,419719286;19,34;14,99429106;1
19/11/2017;630,14;1,636482072;1,842443727;21,27;14,31465432;5
18/11/2017;630,22;2,237423939;2,519017942;22,1;13,4014281;6
17/11/2017;630,32;2,988980551;3,365162724;22,1;10,78330462;0
16/11/2017;630,45;3,966743032;4,465982819;23,82;10,74809131;0
15/11/2017;630,6;5,096155943;5,737539513;22,07;14,21847303;0
14/11/2017;630,69;5,774527873;6,501288855;22,04;15,054995;0
13/11/2017;630,77;6,378032305;7,18074815;22,09;16,84735755;0
12/11/2017;630,83;6,830996613;7,690720891;22,14;30,87586386;0,4
11/11/2017;630,73;6,076217975;6,840948572;22,12;34,33529535;20,3
10/11/2017;630,59;5,020816457;5,652718074;22,17;36,111646;0
09/11/2017;630,43;3,816258242;4,296558563;22,13;29,09433925;17,5
08/11/2017;630,35;3,214539331;3,619109507;22,15;15,18566075;0
07/11/2017;630,43;3,816258242;4,296558563;22,16;17,80519021;5
06/11/2017;630,48;4,192513808;4,72016828;22,14;26,49480979;3,7
05/11/2017;630,43;3,816258242;4,296558563;22,17;32,61507074;21
04/11/2017;630,31;2,91380413;3,280524873;22,19;17,8389406;1,5
03/11/2017;630,36;3,289735663;3,703769775;24,82;12,62877458;0
02/11/2017;630,5;4,343057539;4,889658895;24,92;15,33151927;0
01/11/2017;630,61;5,171502274;5,822368658;22,41;18,92093514;0,5
31/10/2017;630,65;5,472957478;6,161763912;23,25;24,12238917;11,9
30/10/2017;630,64;5,397583054;6,076903138;24,89;24,89;36,2
29/10/2017;630,64;5,397583054;6,076903138;23,58;15,72542915;0
28/10/2017;630,73;6,076217975;6,840948572;24,84;15,23002403;0
27/10/2017;630,84;6,906519899;7,775749262;25,48;25,48;0,4
26/10/2017;630,84;6,906519899;7,775749262;24,75;23,87578904;21,8
25/10/2017;630,85;6,982051726;7,860787249;24,75;15,12692103;0,5
24/10/2017;630,96;7,813485749;8,79686252;24,72;15,96036451;0,5
23/10/2017;631,06;8,570318255;9,648947201;24,67;17,65391732;6,5
22/10/2017;631,14;9,176507798;10,33142955;24,63;12,33259869;3,5
21/10/2017;631,28;10,23900327;11,52764682;24,58;12,25616347;0
20/10/2017;631,42;11,30378275;12,72643555;24,56;10,44036041;0
19/10/2017;631,58;12,52371961;14,09990921;24,56;11,28582385;0
18/10/2017;631,73;13,67060843;15,39114126;24,51;12,97454846;0
17/10/2017;631,86;14,66727144;16,51324064;24,46;13,78456223;0,5
16/10/2017;631,98;15,58962926;17,55168305;24,41;14,59988727;1
15/10/2017;632,09;16,437223;18,50595184;24,36;11,83901766;1,5
14/10/2017;632,23;17,51903588;19,72391773;24,34;10,8782978;0
13/10/2017;632,38;18,68212695;21,03339119;24,33;13,52428214;0,2
12/10/2017;632,5;19,61574097;22,08450647;24,27;14,3350493;13,8
11/10/2017;632,61;20,47412071;23,05091875;24,26;14,29550124;0
10/10/2017;632,72;21,3350534;24,02020528;22,3;15,03390586;0
09/10/2017;632,8;21,96284394;24,72700724;21,61;18,8809495;5,8
08/10/2017;632,83;22,1986339;24,99247287;23,14;25,8690505;9,6
07/10/2017;632,8;21,96284394;24,72700724;23,29;18,74027213;19,3
06/10/2017;632,85;22,35594043;25,16957741;21,26;12,1406411;0
05/10/2017;632,95;23,14385303;26,05665383;21,5;12,35341542;0
04/10/2017;633,05;23,93411794;26,94637859;21,48;12,30536364;0
03/10/2017;633,15;24,72680652;27,83883206;21,65;11,52451383;1,5
02/10/2017;633,26;25,60164853;28,82377848;22,57;14,25875191;0
01/10/2017;633,35;26,31974036;29,63224673;19,53;14,90199224;1,4
30/09/2017;633,4;26,71960023;30,0824315;18,69;14,05425572;18,3
29/09/2017;633,45;27,12012854;30,53336884;17,64;12,99641573;1,3
28/09/2017;633,5;27,52133422;30,9850688;15,75;9,235613781;0
27/09/2017;633,57;28,08417719;31,61874913;15,75;12,02039401;0
26/09/2017;633,61;28,40641515;31,98154278;15,76;8,285046206;0
25/09/2017;633,69;29,05225115;32,70866135;15,76;12,01454613;0
24/09/2017;633,73;29,37585837;33,07299658;18,37;8,042056771;0
23/09/2017;633,84;30,26819266;34,07763681;18,69;12,09594952;0
22/09/2017;633,91;30,83791863;34,7190664;15,86;11,1394289;0
21/09/2017;633,96;31,24577597;35,17825518;15,87;12,08714246;0
20/09/2017;634;31,57261486;35,54622882;15,88;11,14334009;0
19/09/2017;634,05;31,98186228;36,00698262;15,88;9,233392665;0
18/09/2017;634,12;32,55612915;36,65352463;15,89;10,17852186;0
17/09/2017;634,18;33,04960086;37,20910289;15,89;12,0748763;0
16/09/2017;634,22;33,37922755;37,58021518;15,9;10,1659741;0
15/09/2017;634,28;33,87464739;38,13798675;15,9;11,11113552;0
14/09/2017;634,33;34,28840528;38,6038187;15,9;12,06195463;0
13/09/2017;634,37;34,6200124;38,97716068;15,9;11,09366376;0
12/09/2017;634,42;35,03527985;39,44469218;15,9;13,97471275;0
11/09/2017;634,44;35,20162467;39,63197255;17,5;11,71461377;0
10/09/2017;634,5;35,70148204;40,19474014;19,84;14,04018727;0
09/09/2017;634,56;36,20258586;40,75891106;19,81;12,05416458;0
08/09/2017;634,64;36,87269004;41,5133521;18,4;9,643116367;0
07/09/2017;634,73;37,62928478;42,3651691;18,43;13,55040774;0
06/09/2017;634,78;38,05088156;42,8398265;18,42;13,52980662;0
05/09/2017;634,83;38,47339426;43,31551511;18,45;11,58572116;0
04/09/2017;634,9;39,06646796;43,98323089;18,45;14,51802435;0
03/09/2017;634,94;39,40619065;44,36570984;18,45;15,49642873;0
02/09/2017;634,97;39,66137921;44,6530155;18,45;15,49246982;0
01/09/2017;635;39,91690982;44,94070626;18,43;16,4561027;0,5
31/08/2017;635,02;40,08745454;45,13271512;18,43;16,45432653;57
30/08/2017;635,04;40,25815273;45,32489676;19,41;14,4630017;0
29/08/2017;635,09;40,68557338;45,80611101;21,42;14,47528388;0
28/08/2017;635,16;41,28559686;46,48165125;22,44;16,46962373;0
27/08/2017;635,22;41,80143737;47,06241356;22,69;14,70366609;0
26/08/2017;635,3;42,49145662;47,83927611;22,67;17,66337756;0
25/08/2017;635,35;42,9240288;48,32629025;26,28;20,25648152;0
24/08/2017;635,41;43,44446079;48,91222191;26,27;18,2119213;0
23/08/2017;635,49;44,14067879;49,69606337;26,19;28,20740265;0
22/08/2017;635,47;43,9663752;49,49982256;26,24;43,31081696;2,3
21/08/2017;635,3;42,49145662;47,83927611;26,33;39,29279165;52,8
20/08/2017;635,17;41,37147142;46,57833367;26,36;28,34738135;8,8
19/08/2017;635,15;41,19976167;46,38501316;26,29;23,30824357;1,2
18/08/2017;635,18;41,45738543;46,6750605;28,25;19,27994128;4,7
17/08/2017;635,27;42,2323985;47,54761389;30,93;16,90150125;1,3
16/08/2017;635,41;43,44446079;48,91222191;30,78;16,65808777;4,3
15/08/2017;635,55;44,66459401;50,28591664;30,8;15,56311402;0
14/08/2017;635,7;45,98106096;51,76806931;30,59;15,24042427;0
13/08/2017;635,85;47,3072643;53,26118376;28,81;17,4803885;0
12/08/2017;635,96;48,28614273;54,36326026;28,72;16,28826562;0
11/08/2017;636,08;49,36024459;55,57254464;31,31;16,70926404;0,3
10/08/2017;636,22;50,62174817;56,99281646;31,28;15,51788736;0
09/08/2017;636,37;51,9835947;58,52606002;29,46;15,69823399;0
08/08/2017;636,5;53,17261129;59,86472189;28,53;17,87881522;0
07/08/2017;636,6;54,09287365;60,90080511;27,59;19,02759965;23
06/08/2017;636,68;54,83266504;61,73370394;25,92;22,6995033;0
05/08/2017;636,71;55,11091596;62,0469745;25,83;19,37317454;7,6
04/08/2017;636,77;55,66878568;62,67505567;25,08;16,43779579;3,2
03/08/2017;636,85;56,41547212;63,51571734;25,06;16,37956842;0
02/08/2017;636,93;57,16546141;64,36009754;25,03;16,31091038;0
01/08/2017;637,01;57,91879075;65,20823816;24,94;16,18182152;0
31/07/2017;637,09;58,67549737;66,06018111;25,8;15,89978917;0
30/07/2017;637,18;59,53087559;67,0232141;25,76;15,80915792;0
29/07/2017;637,27;60,39062834;67,9911722;25,7;16,81180533;0
28/07/2017;637,35;61,15856836;68,85576235;17,95;14,60640005;0
27/07/2017;637,38;61,4474554;69,18100765;17,93;13,46287579;0
26/07/2017;637,42;61,83341493;69,61554264;17,81;13,33255094;0
25/07/2017;637,46;62,22026653;70,05108197;16,65;14,40738678;0
24/07/2017;637,48;62,41402831;70,2692299;16,63;14,38478534;0
23/07/2017;637,5;62,60801486;70,48763088;16,61;14,36217713;0
22/07/2017;637,52;62,80222675;70,70628558;16,61;15,4851084;0
21/07/2017;637,53;62,89941739;70,81570827;16,6;14,34825218;0
20/07/2017;637,55;63,0939684;71,03474476;21,32;16,80862241;0
19/07/2017;637,59;63,48375142;71,47358445;21,71;18,31954351;1,2
18/07/2017;637,62;63,77668686;71,80338768;21,76;14,96118551;4,5
17/07/2017;637,68;64,36410444;72,46473548;21,77;16,08597991;0
16/07/2017;637,73;64,85520377;73,01764278;21,77;16,06919337;0
15/07/2017;637,78;65,34775346;73,57218298;21,72;16,00230129;0
14/07/2017;637,83;65,84176263;74,12836634;21,74;16,00530359;0
13/07/2017;637,88;66,3372404;74,68620313;21,78;17,17993358;0
12/07/2017;637,92;66,73468614;75,13366994;21,72;15,95444161;0
11/07/2017;637,97;67,23283039;75,6945088;21,71;17,08510707;0
10/07/2017;638,01;67,63242114;76,14439058;21,67;17,03398514;0
09/07/2017;638,05;68,03297282;76,59535423;21,71;17,06280912;0
08/07/2017;638,09;68,43449011;77,04740503;21,69;17,03157894;0
07/07/2017;638,13;68,83697769;77,50054822;21,69;17,02029464;0
06/07/2017;638,17;69,24044023;77,95478909;21,64;16,95895619;0
05/07/2017;638,21;69,64488242;78,41013289;21,25;18,90520924;0
04/07/2017;638,23;69,84747234;78,63822004;21,08;17,55745879;0
03/07/2017;638,26;70,1518199;78,98087167;20,41;19,23438818;5
02/07/2017;638,27;70,25339276;79,09522812;20,37;15,66037311;0
01/07/2017;638,31;70,66030453;79,55335231;20,3;17,9408669;0
