Data;N’vel (m);Volume (hm_);Volume (%);Q Jusante (m_/s);Q Natural (m_/s);Chuva (mm)
08/06/2019;640,06;89,50314545;100,7676844;29,95;30,50239504;0,2
07/06/2019;640,08;89,73103452;101,0242547;28,94;33,57923754;0
06/06/2019;640,07;89,6170524;100,8959272;38,65;39,12065395;1
05/06/2019;640,09;89,8450919;101,1526669;35,55;46,36760356;3,4
04/06/2019;640,03;89,16187495;100,3834628;43;46,04;3
03/06/2019;640,03;89,16187495;100,3834628;45,15;41,33250495;13,8
02/06/2019;640,08;89,73103452;101,0242547;38,1;35,68433163;28,2
01/06/2019;640,12;90,18771627;101,5384128;31,764;44,36477149;52,8
31/05/2019;640,05;89,38931361;100,6395261;30,361;26,91480804;3,4
30/05/2019;640,1;89,9592246;101,281164;34,307;37,527;0,6
29/05/2019;640,1;89,9592246;101,281164;17,36;26,92619196;30,2
28/05/2019;640,05;89,38931361;100,6395261;17,317;21,81362975;0
27/05/2019;640,04;89,2755568;100,5114522;21,31;20,51750467;0
26/05/2019;640,07;89,6170524;100,8959272;22,38;24,13076246;0
25/05/2019;640,08;89,73103452;101,0242547;22,63;24,38989149;7,8
24/05/2019;640,09;89,8450919;101,1526669;16,19;24,59521163;1,6
23/05/2019;640,05;89,38931361;100,6395261;18,04;23,70239193;0
22/05/2019;640,03;89,16187495;100,3834628;22,87;27,65489549;0
21/05/2019;640,02;89,04826798;100,2555577;27,64;29,46510451;0
20/05/2019;640,03;89,16187495;100,3834628;41,57;43,45423782;0
19/05/2019;640,04;89,2755568;100,5114522;30,14;22,69259875;2,8
18/05/2019;640,12;90,18771627;101,5384128;26,5;76,88392365;8,2
17/05/2019;639,76;86,12052927;96,95934446;13,79;69,05245923;18,8
16/05/2019;639,35;81,60332479;91,87362113;11,21;27,97326005;26,6
15/05/2019;639,24;80,41158712;90,53189571;11,22;21,67275416;0,6
14/05/2019;639,18;79,76507716;89,80401837;13,18;23,98415905;0
13/05/2019;639,12;79,12103782;89,07892259;15,98;24,05364381;13
12/05/2019;639,08;78,69304299;88,5970619;16,67;21,0264443;0,2
11/05/2019;639,07;78,58621421;88,47678803;24,93;20,93953003;0
10/05/2019;639,13;79,22820681;89,19957948;28,37;25,27622282;0
09/05/2019;639,18;79,76507716;89,80401837;28,81;28,07220878;0,2
08/05/2019;639,21;80,08802232;90,16760823;28,55;26,49511839;7
07/05/2019;639,25;80,51958009;90,65348028;26,8;21,15811437;3
06/05/2019;639,32;81,27747101;91,50675658;23,1;23,9465038;5,8
05/05/2019;639,34;81,49463708;91,75125438;23,722;20,5341061;0
04/05/2019;639,39;82,03877512;92,36387564;20,183;21,02816322;0
03/05/2019;639,41;82,25692101;92,60947658;23,261;20,1946504;0
02/05/2019;639,46;82,80351762;93,22486584;27,7;23,32137298;0
01/05/2019;639,52;83,46176699;93,96596008;21,64;25,25;0
30/04/2019;639,52;83,46176699;93,96596008;15,62;31,61133786;0
29/04/2019;639,42;82,3660994;92,73239577;17,91;28,38964158;11,6
28/04/2019;639,36;81,71208237;91,99606654;22,17;21,98883397;0
27/04/2019;639,39;82,03877512;92,36387564;26,45;23,34180188;0
26/04/2019;639,44;82,58466743;92,97847197;29,05;22,17838472;0
25/04/2019;639,52;83,46176699;93,96596008;28,91;21,6856978;0
24/04/2019;639,6;84,3434187;94,95857325;29,18;23,44767308;0
23/04/2019;639,67;85,11862775;95,83134728;28,91;23,0367087;0
22/04/2019;639,74;85,89737612;96,70810607;29,26;23,63545204;0
21/04/2019;639,81;86,67968906;97,58887806;28,76;24,08590034;0
20/04/2019;639,87;87,35309927;98,34704122;28,65;25,18146578;0
19/04/2019;639,92;87,91630063;98,98112504;28,723;25,44303282;0
18/04/2019;639,97;88,48135379;99,61729373;28,87;33,37971318;0
17/04/2019;639,96;88,36819457;99,48989271;25,81;28,67;3,4
16/04/2019;639,96;88,36819457;99,48989271;29;27,01597433;0
15/04/2019;640;88,82127839;100;29;28,52791022;0,4
14/04/2019;640,03;89,16187495;100,3834628;29,83;30,32760807;1,4
13/04/2019;640,05;89,38931361;100,6395261;31,4;39,97131707;1,2
12/04/2019;640,01;88,93473582;100,1277368;43,32;40,26118477;0
11/04/2019;640,06;89,50314545;100,7676844;42,63;39,0194532;0
10/04/2019;640,11;90,0734327;101,4097459;27,3;73,43503133;32,4
09/04/2019;639,78;86,34397399;97,21091112;26,35;60,16275815;30,4
08/04/2019;639,54;83,68175169;94,21363124;27,95;38,37848539;57,2
07/04/2019;639,48;83,02265055;93,47157804;27,88;24,64498621;15
06/04/2019;639,53;83,57172374;94,08975558;27,948;22,59634532;0,8
05/04/2019;639,6;84,3434187;94,95857325;27,69;21,99767308;0
04/04/2019;639,67;85,11862775;95,83134728;26,74;22,32684083;0
03/04/2019;639,73;85,7859087;96,58260977;20,72;22,96986787;0
02/04/2019;639,74;85,89737612;96,70810607;28,74;22,80545204;0
01/04/2019;639,81;86,67968906;97,58887806;28,7;25,51704461;0
31/03/2019;639,86;87,24068041;98,22047373;28,68;25,45573959;0,2
30/03/2019;639,91;87,80351251;98,85414182;27,6;29,71458192;1,4
29/03/2019;639,92;87,91630063;98,98112504;27,5;27,81659105;2
28/03/2019;639,94;88,14209916;99,23534175;26,58;27,15315495;0,8
27/03/2019;639,96;88,36819457;99,48989271;29,29;28,78827483;0,2
26/03/2019;639,99;88,70789563;99,8723473;29,02;29,72453486;0
25/03/2019;640,01;88,93473582;100,1277368;32,45;35,56;0
24/03/2019;640,01;88,93473582;100,1277368;38,017;36,13568293;0
23/03/2019;640,05;89,38931361;100,6395261;44;46,12250185;0
22/03/2019;640,06;89,50314545;100,7676844;44;53,94881523;5
21/03/2019;640,01;88,93473582;100,1277368;44;42,81531268;7
20/03/2019;640,04;89,2755568;100,5114522;36,87;49,41216445;19,6
19/03/2019;639,97;88,48135379;99,61729373;44;40,60849322;0
18/03/2019;640,02;89,04826798;100,2555577;44;37,97750094;36,8
17/03/2019;640,09;89,8450919;101,1526669;42,4;50,75521163;16,8
16/03/2019;640,05;89,38931361;100,6395261;37,07;44,11728743;39,8
15/03/2019;640,02;89,04826798;100,2555577;32,67;37,31402965;4,8
14/03/2019;640,01;88,93473582;100,1277368;44;45,41597035;0
13/03/2019;640,02;89,04826798;100,2555577;41,71;35,97750094;16,4
12/03/2019;640,09;89,8450919;101,1526669;36,86;53,37199384;1,2
11/03/2019;639,99;88,70789563;99,8723473;24,7;32,80057763;14,8
10/03/2019;639,95;88,25510972;99,36257541;28,319;24,23612187;1
09/03/2019;640;88,82127839;100;28,47;26,81791022;0
08/03/2019;640,03;89,16187495;100,3834628;28,65;32,35489549;2
07/03/2019;640,02;89,04826798;100,2555577;28,68;29,43510451;0,2
06/03/2019;640,03;89,16187495;100,3834628;28,66;33,39892514;1,2
05/03/2019;640,01;88,93473582;100,1277368;41,45;38,37868293;2
04/03/2019;640,05;89,38931361;100,6395261;33,51;45,21821943;3,8
03/03/2019;639,98;88,59458745;99,74477857;27,9;47,09052223;19,6
02/03/2019;639,852;87,15079833;98,11927942;27,84;51,48945959;0,6
01/03/2019;639,69;85,34076503;96,08144194;27,79;54,8704886;35
28/02/2019;639,5;83,24206681;93,71860923;28,1;52,9383773;4,4
27/02/2019;639,32;81,27747101;91,50675658;26,383;55,14131015;21,4
26/02/2019;639,11;79,01393701;88,95834247;26,52;28,61;33,8
25/02/2019;639,11;79,01393701;88,95834247;28,63;22,20624831;0,2
24/02/2019;639,18;79,76507716;89,80401837;28,471;24,86736509;0
23/02/2019;639,23;80,30366322;90,4103889;27,58;34,17256982;0
22/02/2019;639,2;79,98030518;90,0463342;26,12;43,54886794;39,2
21/02/2019;639,08;78,69304299;88,5970619;22,46;28,85697889;22,8
20/02/2019;639,05;78,37276002;88,23646927;17,9;27,20264422;0,2
19/02/2019;639;77,84030756;87,63700429;13,55;43,61569615;0,6
18/02/2019;638,78;75,51738341;85,0217254;13,24;64,32657175;12,6
17/02/2019;638,38;71,37479961;80,35777114;19,25;67,37839901;14,8
16/02/2019;637,99;67,43250594;75,91931478;23,89;44,02580474;50
15/02/2019;637,84;65,94074041;74,23980109;27,04;38,22478411;0,2
14/02/2019;637,77;65,24912706;73,46114382;27,35;38,321717;1,6
13/02/2019;637,7;64,56037071;72,68570311;28,69;34,85639934;21
12/02/2019;637,67;64,26605781;72,35434906;22,47;20,28932455;16,6
11/02/2019;637,72;64,75686817;72,90693102;19,85;16,4610498;0
10/02/2019;637,78;65,34775346;73,57218298;28,315;19,29361659;0
09/02/2019;637,89;66,43651299;74,7979698;19,4;25,40729246;0
08/02/2019;637,87;66,23802692;74,574503;14,99;40,30891767;0
07/02/2019;637,68;64,36410444;72,46473548;14,61;51,19751201;21
06/02/2019;637,38;61,4474554;69,18100765;26,92;72,63444618;0,6
05/02/2019;636,99;57,73014325;64,99584817;25,46;59,47921401;1,6
04/02/2019;636,7;55,01811516;61,94249413;25,74;19,78089157;62,8
03/02/2019;636,78;55,76194213;62,77993645;25,41;12,20556388;0
02/02/2019;636,93;57,16546141;64,36009754;22,45;13,98119731;0
01/02/2019;637,04;58,20215796;65,52726893;24,08;11,89132376;0
31/01/2019;637,18;59,53087559;67,0232141;27,82;16,10014882;0
30/01/2019;637,31;60,77415873;68,42297232;28,4;17,98169806;1,2
29/01/2019;637,43;61,93004402;69,72433311;28,45;18,19865299;0
28/01/2019;637,55;63,0939684;71,03474476;28,58;25,11897913;0
27/01/2019;637,61;63,6789846;71,69338897;28,546;40,54876869;0,2
26/01/2019;637,53;62,89941739;70,81570827;19,974;31,06454234;35,6
25/01/2019;637,46;62,22026653;70,05108197;15,812;17,60101815;0
24/01/2019;637,47;62,31711936;70,16012434;15,64;21,80100035;0
23/01/2019;637,44;62,02672893;69,83318643;15,44;19,31903835;0
22/01/2019;637,43;61,93004402;69,72433311;15,41;26,44522357;0
21/01/2019;637,36;61,2548087;68,96411514;15,13;32,94097401;5
20/01/2019;637,23;60,00797255;67,56035674;15,61;29,86828413;20,6
19/01/2019;637,13;59,0551288;66,48759156;14,62;25,62280724;0
18/01/2019;637,06;58,39133425;65,74025426;13,87;22,61925347;0
17/01/2019;637,01;57,91879075;65,20823816;19,86;23,95201504;31,2
16/01/2019;637;57,82444065;65,1020135;18,589;19,74506297;0,6
15/01/2019;637,021;58,02263681;65,32515391;19,69;21,00220892;2,4
14/01/2019;637,04;58,20215796;65,52726893;17,29;17,02476737;1,8
13/01/2019;637,07;58,48600206;65,84683661;19,875;16,42788498;0
12/01/2019;637,13;59,0551288;66,48759156;16,138;15,4741839;0,8
11/01/2019;637,17;59,43561851;66,91596832;16,26;15,29619615;0
10/01/2019;637,21;59,81697116;67,34531662;16,27;16,27306023;0
09/01/2019;637,24;60,10355476;67,66796858;15,98;23,72133003;29,2
08/01/2019;637,2;59,72155184;67,23788818;16,38;21,96941359;0,2
07/01/2019;637,17;59,43561851;66,91596832;15,98;28,25769834;0
06/01/2019;637,09;58,67549737;66,06018111;16;28,86019351;27,4
05/01/2019;637;57,82444065;65,1020135;16,18;24,73094321;14
04/01/2019;636,95;57,35347916;64,57177852;16,3;14,30905679;0
03/01/2019;637;57,82444065;65,1020135;16,3;13,37873149;0
02/01/2019;637,06;58,39133425;65,74025426;16,321;14,83453278;0
01/01/2019;637,1;58,77032502;66,16694342;16,365;16,05865997;0
31/12/2018;637,13;59,0551288;66,48759156;16,318;19,218;0
30/12/2018;637,13;59,0551288;66,48759156;16,245;23,44888224;0
29/12/2018;637,09;58,67549737;66,06018111;16,167;20,78392472;21
28/12/2018;637,08;58,58072308;65,95347887;16,26;17,59553307;0
27/12/2018;637,1;58,77032502;66,16694342;16,21;24,10646722;0
26/12/2018;637,06;58,39133425;65,74025426;16,1;41,3458201;0,4
25/12/2018;636,86;56,50903939;63,62106065;15,92;30,84978727;1,4
24/12/2018;636,75;55,48262577;62,46546636;16,66;42,44266658;17,8
23/12/2018;636,54;53,54012338;60,27848771;16,46;26,2070076;49,6
22/12/2018;636,48;52,98914992;59,65817075;13,19;15,32858582;0,8
21/12/2018;636,49;53,08085611;59,76141874;13,1;22,77000865;4,2
20/12/2018;636,43;52,53135136;59,14275533;14,76;32,68165151;0
19/12/2018;636,29;51,25594467;57,70683061;14,89;28,66787054;55
18/12/2018;636,19;50,35065666;56,68760636;16,19;13,30983391;0
17/12/2018;636,25;50,89326301;57,29850316;16,22;14,36149587;0
16/12/2018;636,3;51,34673376;57,80904609;16,2;15,53128183;0
15/12/2018;636,34;51,71036701;58,21844489;16,267;12,16036417;0,2
14/12/2018;636,41;52,34857235;58,93697242;19,03;14,9759077;1,4
13/12/2018;636,48;52,98914992;59,65817075;17,08;14,5229924;0
12/12/2018;636,54;53,54012338;60,27848771;16,23;14,32012533;0
11/12/2018;636,59;54,00062455;60,79694588;15,96;13,53573912;0
10/12/2018;636,64;54,46236869;61,31680345;16,45;20,98000813;0
09/12/2018;636,63;54,36991999;61,21271949;16,29;18,26999187;0,4
08/12/2018;636,64;54,46236869;61,31680345;17,28;16,17416263;0,2
07/12/2018;636,68;54,83266504;61,73370394;22,08;15,35267785;0
06/12/2018;636,77;55,66878568;62,67505567;24,67;19,26779579;0
05/12/2018;636,85;56,41547212;63,51571734;21,95;32,72400454;0
04/12/2018;636,78;55,76194213;62,77993645;21,31;34,10260705;1,2
03/12/2018;636,69;54,92536488;61,83807064;16,19;36,54714551;1
02/12/2018;636,53;53,44817151;60,17496311;16,23;50,63626761;3
01/12/2018;636,23;50,71220598;57,09465896;20,4;26,59926394;46,8
30/11/2018;636,2;50,44097358;56,78929024;20,05;10,64341102;2,4
29/11/2018;636,32;51,52845487;58,01363795;20,16;13,84789951;0
28/11/2018;636,41;52,34857235;58,93697242;19,54;16,33675565;0,2
27/11/2018;636,47;52,89749266;59,55497784;16,09;19,06;0,4
26/11/2018;636,47;52,89749266;59,55497784;17,99;23,41000065;4,8
25/11/2018;636,45;52,71432461;59,34875692;18,78;23,84774587;2,2
24/11/2018;636,43;52,53135136;59,14275533;11,51;18,97875429;20,8
23/11/2018;636,39;52,16598699;58,73140754;10,79;17,04569688;0
22/11/2018;636,36;51,89247078;58,42346757;15,45;18,51;0
21/11/2018;636,36;51,89247078;58,42346757;10,87;30,55973612;0,6
20/11/2018;636,2;50,44097358;56,78929024;10,77;29,04350537;5,4
19/11/2018;636,05;49,09110272;55,26952956;10,98;18,61118817;36,2
18/11/2018;636;48,64344806;54,76553472;16,18;9,514323721;0
17/11/2018;636,09;49,45005049;55,67365319;16,03;15,64197579;0
16/11/2018;636,124;49,75573578;56,01781091;16,01;13,19913458;0
15/11/2018;636,18;50,26038655;56,58597519;16,11;12,78309776;0
14/11/2018;636,24;50,80271091;57,1965545;10,81;16,67447609;0
13/11/2018;636,22;50,62174817;56,99281646;15,42;14,83323378;0,8
12/11/2018;636,255;50,93855677;57,34949744;16,16;15,90652896;0
11/11/2018;636,29;51,25594467;57,70683061;16,13;20,32024941;1,6
10/11/2018;636,28;51,16520312;57,60466867;13,739;31,56518349;0
09/11/2018;636,14;49,89977287;56,17997598;11,22;25,44535157;0,2
08/11/2018;636,035;48,95668649;55,1181962;11,2;14,18650093;1
07/11/2018;636,025;48,86713281;55,01737162;11,13;15,75376156;0
06/11/2018;636,01;48,73288781;54,86623104;14,75;15,1234114;0,2
05/11/2018;636,034;48,94772907;55,10811143;20,77;15,96565298;0,4
04/11/2018;636,11;49,62980065;55,87602605;20,75;15,29675921;27,8
03/11/2018;636,19;50,35065666;56,68760636;20,87;18,90789064;0
02/11/2018;636,24;50,80271091;57,1965545;20,57;26,47239399;0,4
01/11/2018;636,214;50,56749607;56,93173638;20,39;22,69336131;27,6
31/10/2018;636,224;50,65792565;57,0335471;21,42;16,5074578;0
30/10/2018;636,302;51,36489729;57,82949562;20,01;14,93391834;0
29/10/2018;636,38;52,07476675;58,62870665;19,05;21,95;0,6
28/10/2018;636,38;52,07476675;58,62870665;19,27;23,51523201;13,4
27/10/2018;636,37;51,9835947;58,52606002;18,61;25,81536667;1,4
26/10/2018;636,33;51,61938702;58,11601449;16,99;35,33917212;3
25/10/2018;636,18;50,26038655;56,58597519;16,56;30,62333251;25,2
24/10/2018;636,071;49,27945862;55,48159125;14,49;17,46386481;10,4
23/10/2018;636,07;49,2704847;55,47148791;12,01;21,08218622;0
22/10/2018;636,01;48,73288781;54,86623104;11,36;29,7228912;0,4
21/10/2018;635,86;47,39603001;53,3611212;11,81;41,48722748;1
20/10/2018;635,6;45,10234956;50,7787665;12,26;37,41242007;4,8
19/10/2018;635,38;43,18406047;48,61904855;12,17;50,36273203;41,2
18/10/2018;635,03;40,17278442;45,2287843;11,27;27,33458868;34,2
17/10/2018;634,9;39,06646796;43,98323089;11,28;21,24427884;2,6
16/10/2018;634,83;38,47339426;43,31551511;11,31;26,25867757;0,6
15/10/2018;634,71;37,46090052;42,17559261;11,91;45,80929067;2,4
14/10/2018;634,39;34,78601781;39,16405893;11,58;44,99830232;39,8
13/10/2018;634,07;32,14578049;36,19153098;11,55;46,81928377;0,2
12/10/2018;633,73;29,37585837;33,07299658;11,99;42,10575688;13,2
11/10/2018;633,44;27,03996897;30,44312068;12;38,15481942;38
10/10/2018;633,19;25,04457658;28,19659549;11,37;24,50312264;0
09/10/2018;633,08;24,17166678;27,21382446;11,39;24,96257276;14,4
08/10/2018;632,96;23,22277249;26,1455058;11,05;15,53656709;10,8
07/10/2018;632,94;23,0649571;25,96782833;11,06;16,46781698;0,6
06/10/2018;632,91;22,82840971;25,70150996;11;15,51386518;0,2
05/10/2018;632,89;22,67082776;25,52409532;11,11;17,51452932;1,6
04/10/2018;632,85;22,35594043;25,16957741;11,1;20,14779414;30,2
03/10/2018;632,78;21,80576301;24,55015668;11,1;17,38304045;8,4
02/10/2018;632,74;21,49186832;24,19675635;11,3;24,98486014;0,2
01/10/2018;632,62;20,5522804;23,13891533;11,3;16,86314635;2,6
30/09/2018;632,59;20,31786456;22,87499676;11,3;12,0614797;0,2
29/09/2018;632,61;20,47412071;23,05091875;11,3;11,00538598;1,6
28/09/2018;632,64;20,70866336;23,31498008;11,3;9,240698869;3,2
27/09/2018;632,69;21,09999498;23,75556326;11,3;7,628421886;0
26/09/2018;632,76;21,64877133;24,3734066;11,3;6,685642762;0
25/09/2018;632,84;22,27727579;25,08101234;11,3;7,731135229;0
24/09/2018;632,91;22,82840971;25,70150996;11,3;10,61903561;0
23/09/2018;632,95;23,14385303;26,05665383;11,3;12,18288757;0
22/09/2018;632,97;23,30171555;26,23438434;11,3;15,20369275;0
21/09/2018;632,96;23,22277249;26,1455058;11,3;17,73204847;2
20/09/2018;632,92;22,90723551;25,79025648;11,3;16,94620078;25,6
19/09/2018;632,89;22,67082776;25,52409532;10,17;10,77613482;0
18/09/2018;632,91;22,82840971;25,70150996;11,3;12,27505902;0,6
17/09/2018;632,93;22,98608461;25,87902925;11,3;13,79;1,6
16/09/2018;632,93;22,98608461;25,87902925;11,3;14,50260538;0,8
15/09/2018;632,92;22,90723551;25,79025648;11,3;14,04;14,2
14/09/2018;632,92;22,90723551;25,79025648;11,3;12,26451862;5
13/09/2018;632,94;23,0649571;25,96782833;11,3;11,13974016;0,2
12/09/2018;632,97;23,30171555;26,23438434;11,3;10,05248162;0
11/09/2018;633,01;23,61772514;26,59016574;11,3;10,08804623;0
10/09/2018;633,05;23,93411794;26,94637859;11,3;10,65059214;0
09/09/2018;633,08;24,17166678;27,21382446;11,3;10,64804515;0
08/09/2018;633,11;24,40943568;27,48151808;11,3;10,86547587;0
07/09/2018;633,14;24,64742656;27,74946163;11,3;10,91288428;0
06/09/2018;633,17;24,88564136;28,01765727;11,3;10,98027037;0
05/09/2018;633,2;25,124082;28,28610718;11,3;9,916255797;4,6
04/09/2018;633,24;25,4423575;28,64443967;11,3;10,85408439;0,2
03/09/2018;633,27;25,68133261;28,91349131;11,3;11,58456412;0
02/09/2018;633,29;25,84077827;29,09300422;11,3;10,76959141;0
01/09/2018;633,32;26,08014157;29,36249291;11,3;11,78154813;0
31/08/2018;633,34;26,23984781;29,5422992;11,3;11,99033013;0
30/08/2018;633,36;26,39965929;29,72222396;11,39;12,81470625;0
29/08/2018;633,37;26,47960467;29,81223098;11,37;14,60529375;0
28/08/2018;633,36;26,39965929;29,72222396;11,45;16,05404764;0,2
27/08/2018;633,33;26,15998157;29,45238129;11,49;14,5040741;2,3
26/08/2018;633,32;26,08014157;29,36249291;11,56;13,56;1
25/08/2018;633,32;26,08014157;29,36249291;11,47;12,7559259;21,6
24/08/2018;633,33;26,15998157;29,45238129;11,45;12,03093995;0
23/08/2018;633,35;26,31974036;29,63224673;11,49;12,89501241;0
22/08/2018;633,36;26,39965929;29,72222396;11,41;12,44470625;0
21/08/2018;633,37;26,47960467;29,81223098;11,47;13,09;0
20/08/2018;633,37;26,47960467;29,81223098;11,35;15,88496362;0
19/08/2018;633,34;26,23984781;29,5422992;11,31;18,74172816;0,2
18/08/2018;633,28;25,7610425;29,0032332;11,31;14,91483765;1,2
17/08/2018;633,26;25,60164853;28,82377848;11,31;11,07516235;0,2
16/08/2018;633,28;25,7610425;29,0032332;11,4;12,1071323;0,2
15/08/2018;633,29;25,84077827;29,09300422;11,41;11,25336269;0
14/08/2018;633,31;26,00032773;29,272634;11,41;10,99215463;0
13/08/2018;633,33;26,15998157;29,45238129;11,35;12,03562223;0
12/08/2018;633,34;26,23984781;29,5422992;11,3;11,03033013;0
11/08/2018;633,36;26,39965929;29,72222396;11,3;12,48470625;0
10/08/2018;633,37;26,47960467;29,81223098;11,17;14,32529375;0
09/08/2018;633,36;26,39965929;29,72222396;11,49;15,33966987;1,8
08/08/2018;633,34;26,23984781;29,5422992;11,45;13,81437777;0
07/08/2018;633,33;26,15998157;29,45238129;11,31;14,60784537;4,4
06/08/2018;633,31;26,00032773;29,272634;11,45;14,56663731;0,2
05/08/2018;633,29;25,84077827;29,09300422;11,551;16,54067694;0
04/08/2018;633,25;25,52199018;28,73409463;11,41;19,31553005;12
03/08/2018;633,18;24,96509639;28,10711221;11,426;19,14725817;0,2
02/08/2018;633,11;24,40943568;27,48151808;11,56;19,58726986;5,6
01/08/2018;633,04;23,85498356;26,85728465;11,718;20,40525776;1
31/07/2018;632,96;23,22277249;26,1455058;11,435;15,91444309;39,6
30/07/2018;632,93;22,98608461;25,87902925;11,494;10,97455691;0,3
29/07/2018;632,96;23,22277249;26,1455058;11,452;11,88434058;0
28/07/2018;632,98;23,38068227;26,32328952;11,46;11,18644829;0
27/07/2018;633,01;23,61772514;26,59016574;11,519;10,95295338;0
26/07/2018;633,04;23,85498356;26,85728465;11,46;12,16790518;0
25/07/2018;633,06;24,01327656;27,03549982;11,41;11,85677981;0,9
24/07/2018;633,08;24,17166678;27,21382446;11,535;12,57796581;0,3
23/07/2018;633,09;24,25089854;27,30302803;11,477;11,87207934;0
22/07/2018;633,11;24,40943568;27,48151808;11,46;11,60393744;2,9
21/07/2018;633,13;24,56807149;27,66011921;11,385;9,76942272;0
20/07/2018;633,17;24,88564136;28,01765727;11,612;11,91247206;0
19/07/2018;633,19;25,04457658;28,19659549;11,51;12,68979831;0
18/07/2018;633,2;25,124082;28,28610718;11,669;11,98771704;0
17/07/2018;633,22;25,28316885;28,46521612;11,678;11,23386421;0
16/07/2018;633,25;25,52199018;28,73409463;11,711;13,00902841;0
15/07/2018;633,26;25,60164853;28,82377848;11,514;11,96916235;0
14/07/2018;633,28;25,7610425;29,0032332;14,928;11,53627184;0
13/07/2018;633,34;26,23984781;29,5422992;17,003;12,83378333;0,3
12/07/2018;633,41;26,79965213;30,17255844;16,86;12,66557921;0
11/07/2018;633,48;27,36077009;30,80429666;16,85;15,36196678;0
10/07/2018;633,52;27,68200816;31,16596458;16,882;11,51054958;9,2
09/07/2018;633,6;28,32581348;31,89079688;16,92;13,52774248;0
08/07/2018;633,66;28,80984853;32,43575081;17,42;12,19175677;0
07/07/2018;633,74;29,45683274;33,1641621;20,03;14,8301489;0
06/07/2018;633,82;30,10568388;33,89467526;22,22;12,41931231;0
05/07/2018;633,95;31,16414329;35,08634851;22,16;13,50845839;0,3
04/07/2018;634,07;32,14578049;36,19153098;22,12;12,55230577;0,6
03/07/2018;634,2;33,21434927;37,39458593;22,23;13,89549596;0,3
02/07/2018;634,31;34,12280242;38,41737367;22,28;11,82647243;0
01/07/2018;634,43;35,1184352;39,53831316;22,29;13,01684492;0
30/06/2018;634,54;36,0354118;40,57069708;22,27;12,23795318;0
29/06/2018;634,65;36,95661264;41,6078369;22,14;12,55161375;0
28/06/2018;634,77;37,96648921;42,74481284;22,06;17,57372345;0
27/06/2018;634,84;38,55800751;43,41077747;22,02;13,20898021;0
26/06/2018;634,95;39,49121562;44,46143574;22,08;14,21490816;0
25/06/2018;635,05;40,34355955;45,42105257;22,05;12,22287194;0
24/06/2018;635,17;41,37147142;46,57833367;21,98;14,89408789;0
23/06/2018;635,26;42,14612623;47,4504837;22,1;15,08649803;2,3
22/06/2018;635,35;42,9240288;48,32629025;21,53;14,32829949;0
21/06/2018;635,44;43,70523172;49,20581252;22,65;15,62949193;0
20/06/2018;635,53;44,48978762;50,08910975;22,57;18,53446735;0
19/06/2018;635,59;45,01471364;50,68010104;22,06;16,97949613;1,2
18/06/2018;635,66;45,62906117;51,37176811;22,302;20,24792841;1,8
17/06/2018;635,7;45,98106096;51,76806931;22,04;20,9091904;2,4
16/06/2018;635,73;46,24551491;52,06580646;22,21;22,13694487;4,8
15/06/2018;635,75;46,42203487;52,26454259;24,94;20,74868728;1,8
14/06/2018;635,81;46,95264429;52,86193257;27,05;21,78191531;9
13/06/2018;635,88;47,57369481;53,56114623;28,78;17,47341426;25,1
12/06/2018;636,01;48,73288781;54,86623104;28,77;16,31175218;0
11/06/2018;636,15;49,98985643;56,28139713;28,43;14,81540118;0
10/06/2018;636,3;51,34673376;57,80904609;28,46;15,74055666;0
09/06/2018;636,44;52,62281367;59,24572875;23,506;14,98898944;0
08/06/2018;636,54;53,54012338;60,27848771;21,25;17,98012533;9,7
07/06/2018;636,59;54,00062455;60,79694588;21,165;16,66015136;0,9
06/06/2018;636,65;54,55486748;61,42094379;22,316;16,76558485;7,5
05/06/2018;636,72;55,20376734;62,15151183;24,702;22,3674525;1,8
04/06/2018;636,76;55,57568025;62,57023233;24,644;15,72123211;2,3
03/06/2018;636,86;56,50903939;63,62106065;24,522;16,61839161;17
02/06/2018;636,95;57,35347916;64,57177852;16,217;12,84605679;0
01/06/2018;637;57,82444065;65,1020135;12,697;13,63498496;0
31/05/2018;637,01;57,91879075;65,20823816;14,223;13,9871368;0
30/05/2018;637,03;58,10764933;65,42086579;20,61;13,95198197;0
29/05/2018;637,11;58,86520609;66,27376588;21,037;14,36935432;0,3
28/05/2018;637,19;59,62618668;67,1305207;21,056;15,21646402;0
27/05/2018;637,26;60,29488258;67,88337623;21,012;16,26348213;0
26/05/2018;637,32;60,87017853;68,53107682;19,966;14,33873868;0
25/05/2018;637,39;61,54386191;69,28954753;19,514;15,95526129;0,8
24/05/2018;637,44;62,02672893;69,83318643;19,49;12,45433075;0
23/05/2018;637,52;62,80222675;70,70628558;19,45;15,74898769;0
22/05/2018;637,57;63,28874622;71,2540366;19,508;14,85906342;0
21/05/2018;637,63;63,87444634;71,9134508;19,423;16,95045981;0
20/05/2018;637,67;64,26605781;72,35434906;19,493;18,09660066;12,4
19/05/2018;637,7;64,56037071;72,68570311;19,472;14,57111747;0
18/05/2018;637,76;65,15055896;73,3501703;19,018;14,20285368;0
17/05/2018;637,82;65,7428436;74,01699772;16,024;14,62727089;0
16/05/2018;637,85;66,039777;74,35130207;16,029;15,9744407;0
15/05/2018;637,87;66,23802692;74,574503;16,028;13,87103427;0
